t;x;rho;u;e;p
0;0.4478;0.296082;1.27681;0.697296;0.18238
0;0.4479;0.296082;1.27681;0.697295;0.18238
0;0.448;0.296081;1.27681;0.697295;0.18238
0;0.4481;0.296081;1.27681;0.697295;0.18238
0;0.4482;0.29608;1.27681;0.697294;0.18238
0;0.4483;0.29608;1.27681;0.697294;0.18238
0;0.4484;0.29608;1.27681;0.697294;0.182381
0;0.4485;0.296079;1.27681;0.697293;0.182381
0;0.4486;0.296079;1.27681;0.697293;0.182381
0;0.4487;0.296078;1.27681;0.697293;0.182381
0;0.4488;0.296078;1.27681;0.697293;0.182381
0;0.4489;0.296077;1.27681;0.697292;0.182381
0;0.449;0.296077;1.27681;0.697292;0.182381
0;0.4491;0.296077;1.27681;0.697292;0.182381
0;0.4492;0.296076;1.27681;0.697291;0.182381
0;0.4493;0.296076;1.27681;0.697291;0.182381
0;0.4494;0.296075;1.27681;0.697291;0.182381
0;0.4495;0.296075;1.27681;0.69729;0.182381
0;0.4496;0.296074;1.27681;0.69729;0.182381
0;0.4497;0.296074;1.27681;0.69729;0.182381
0;0.4498;0.296074;1.27681;0.697289;0.182381
0;0.4499;0.296073;1.27681;0.697289;0.182381
0;0.45;0.296073;1.27681;0.697289;0.182381
0;0.4501;0.296072;1.27681;0.697288;0.182381
0;0.4502;0.296072;1.27681;0.697288;0.182381
0;0.4503;0.296071;1.27681;0.697288;0.182381
0;0.4504;0.296071;1.27681;0.697287;0.182381
0;0.4505;0.296071;1.27681;0.697287;0.182381
0;0.4506;0.29607;1.27681;0.697287;0.182381
0;0.4507;0.29607;1.27681;0.697286;0.182381
0;0.4508;0.296069;1.27681;0.697286;0.182381
0;0.4509;0.296069;1.27681;0.697286;0.182381
0;0.451;0.296068;1.27681;0.697285;0.182381
0;0.4511;0.296068;1.27681;0.697285;0.182381
0;0.4512;0.296067;1.27681;0.697285;0.182381
0;0.4513;0.296067;1.27681;0.697284;0.182381
0;0.4514;0.296067;1.27681;0.697284;0.182381
0;0.4515;0.296066;1.27681;0.697284;0.182381
0;0.4516;0.296066;1.27681;0.697283;0.182381
0;0.4517;0.296065;1.27681;0.697283;0.182381
0;0.4518;0.296065;1.27681;0.697283;0.182381
0;0.4519;0.296064;1.27681;0.697282;0.182381
0;0.452;0.296064;1.27681;0.697282;0.182381
0;0.4521;0.296063;1.27681;0.697282;0.182381
0;0.4522;0.296063;1.27681;0.697281;0.182381
0;0.4523;0.296063;1.27681;0.697281;0.182381
0;0.4524;0.296062;1.27681;0.697281;0.182381
0;0.4525;0.296062;1.27681;0.69728;0.182381
0;0.4526;0.296061;1.27681;0.69728;0.182381
0;0.4527;0.296061;1.27681;0.69728;0.182381
0;0.4528;0.29606;1.27681;0.697279;0.182381
0;0.4529;0.29606;1.27681;0.697279;0.182381
0;0.453;0.296059;1.27681;0.697279;0.182381
0;0.4531;0.296059;1.27681;0.697278;0.182381
0;0.4532;0.296058;1.27681;0.697278;0.182381
0;0.4533;0.296058;1.27681;0.697278;0.182381
0;0.4534;0.296057;1.27681;0.697277;0.182381
0;0.4535;0.296057;1.27681;0.697277;0.182381
0;0.4536;0.296057;1.27681;0.697277;0.182381
0;0.4537;0.296056;1.27681;0.697276;0.182381
0;0.4538;0.296056;1.27681;0.697276;0.182381
0;0.4539;0.296055;1.27681;0.697276;0.182381
0;0.454;0.296055;1.27681;0.697275;0.182381
0;0.4541;0.296054;1.27681;0.697275;0.182381
0;0.4542;0.296054;1.27681;0.697274;0.182381
0;0.4543;0.296053;1.27681;0.697274;0.182381
0;0.4544;0.296053;1.27681;0.697274;0.182381
0;0.4545;0.296052;1.27681;0.697273;0.182381
0;0.4546;0.296052;1.27681;0.697273;0.182381
0;0.4547;0.296051;1.27681;0.697273;0.182381
0;0.4548;0.296051;1.27681;0.697272;0.182381
0;0.4549;0.29605;1.27681;0.697272;0.182381
0;0.455;0.29605;1.27681;0.697272;0.182381
0;0.4551;0.296049;1.27681;0.697271;0.182381
0;0.4552;0.296049;1.27681;0.697271;0.182382
0;0.4553;0.296048;1.27681;0.69727;0.182382
0;0.4554;0.296048;1.27681;0.69727;0.182382
0;0.4555;0.296047;1.27681;0.69727;0.182382
0;0.4556;0.296047;1.27681;0.697269;0.182382
0;0.4557;0.296046;1.27681;0.697269;0.182382
0;0.4558;0.296046;1.27681;0.697269;0.182382
0;0.4559;0.296046;1.27681;0.697268;0.182382
0;0.456;0.296045;1.27681;0.697268;0.182382
0;0.4561;0.296045;1.27681;0.697268;0.182382
0;0.4562;0.296044;1.27681;0.697267;0.182382
0;0.4563;0.296044;1.27681;0.697267;0.182382
0;0.4564;0.296043;1.27681;0.697266;0.182382
0;0.4565;0.296043;1.27681;0.697266;0.182382
0;0.4566;0.296042;1.27681;0.697266;0.182382
0;0.4567;0.296042;1.27681;0.697265;0.182382
0;0.4568;0.296041;1.27681;0.697265;0.182382
0;0.4569;0.296041;1.27681;0.697265;0.182382
0;0.457;0.29604;1.27681;0.697264;0.182382
0;0.4571;0.29604;1.27681;0.697264;0.182382
0;0.4572;0.296039;1.27681;0.697263;0.182382
0;0.4573;0.296039;1.27681;0.697263;0.182382
0;0.4574;0.296038;1.27681;0.697263;0.182382
0;0.4575;0.296038;1.27681;0.697262;0.182382
0;0.4576;0.296037;1.27681;0.697262;0.182382
0;0.4577;0.296037;1.27681;0.697262;0.182382
0;0.4578;0.296036;1.27681;0.697261;0.182382
0;0.4579;0.296036;1.27681;0.697261;0.182382
0;0.458;0.296035;1.27681;0.69726;0.182382
0;0.4581;0.296034;1.27681;0.69726;0.182382
0;0.4582;0.296034;1.27681;0.69726;0.182382
0;0.4583;0.296033;1.27681;0.697259;0.182382
0;0.4584;0.296033;1.27681;0.697259;0.182382
0;0.4585;0.296032;1.27681;0.697258;0.182382
0;0.4586;0.296032;1.27681;0.697258;0.182382
0;0.4587;0.296031;1.27681;0.697258;0.182382
0;0.4588;0.296031;1.27681;0.697257;0.182382
0;0.4589;0.29603;1.27681;0.697257;0.182382
0;0.459;0.29603;1.27681;0.697256;0.182382
0;0.4591;0.296029;1.27681;0.697256;0.182382
0;0.4592;0.296029;1.27681;0.697256;0.182382
0;0.4593;0.296028;1.27681;0.697255;0.182382
0;0.4594;0.296028;1.27681;0.697255;0.182382
0;0.4595;0.296027;1.27681;0.697254;0.182382
0;0.4596;0.296027;1.27681;0.697254;0.182382
0;0.4597;0.296026;1.27681;0.697254;0.182382
0;0.4598;0.296026;1.27681;0.697253;0.182382
0;0.4599;0.296025;1.27681;0.697253;0.182382
0;0.46;0.296025;1.27681;0.697252;0.182382
0;0.4601;0.296024;1.27681;0.697252;0.182382
0;0.4602;0.296023;1.27681;0.697252;0.182382
0;0.4603;0.296023;1.27681;0.697251;0.182382
0;0.4604;0.296022;1.27681;0.697251;0.182382
0;0.4605;0.296022;1.27681;0.69725;0.182382
0;0.4606;0.296021;1.27681;0.69725;0.182382
0;0.4607;0.296021;1.27681;0.69725;0.182382
0;0.4608;0.29602;1.27681;0.697249;0.182382
0;0.4609;0.29602;1.27681;0.697249;0.182382
0;0.461;0.296019;1.27681;0.697248;0.182382
0;0.4611;0.296019;1.27681;0.697248;0.182382
0;0.4612;0.296018;1.27681;0.697247;0.182382
0;0.4613;0.296018;1.27681;0.697247;0.182382
0;0.4614;0.296017;1.27681;0.697247;0.182382
0;0.4615;0.296016;1.27681;0.697246;0.182382
0;0.4616;0.296016;1.27681;0.697246;0.182382
0;0.4617;0.296015;1.27681;0.697245;0.182382
0;0.4618;0.296015;1.27681;0.697245;0.182382
0;0.4619;0.296014;1.27681;0.697245;0.182382
0;0.462;0.296014;1.27681;0.697244;0.182382
0;0.4621;0.296013;1.27681;0.697244;0.182382
0;0.4622;0.296013;1.27681;0.697243;0.182382
0;0.4623;0.296012;1.27681;0.697243;0.182382
0;0.4624;0.296011;1.27681;0.697242;0.182382
0;0.4625;0.296011;1.27681;0.697242;0.182382
0;0.4626;0.29601;1.27681;0.697242;0.182382
0;0.4627;0.29601;1.27681;0.697241;0.182382
0;0.4628;0.296009;1.27681;0.697241;0.182383
0;0.4629;0.296009;1.27681;0.69724;0.182383
0;0.463;0.296008;1.27681;0.69724;0.182383
0;0.4631;0.296007;1.27681;0.697239;0.182383
0;0.4632;0.296007;1.27681;0.697239;0.182383
0;0.4633;0.296006;1.27681;0.697238;0.182383
0;0.4634;0.296006;1.27681;0.697238;0.182383
0;0.4635;0.296005;1.27681;0.697238;0.182383
0;0.4636;0.296005;1.27681;0.697237;0.182383
0;0.4637;0.296004;1.27681;0.697237;0.182383
0;0.4638;0.296003;1.27681;0.697236;0.182383
0;0.4639;0.296003;1.27681;0.697236;0.182383
0;0.464;0.296002;1.27681;0.697235;0.182383
0;0.4641;0.296002;1.27681;0.697235;0.182383
0;0.4642;0.296001;1.27681;0.697235;0.182383
0;0.4643;0.296001;1.27681;0.697234;0.182383
0;0.4644;0.296;1.27681;0.697234;0.182383
0;0.4645;0.295999;1.27681;0.697233;0.182383
0;0.4646;0.295999;1.27681;0.697233;0.182383
0;0.4647;0.295998;1.27681;0.697232;0.182383
0;0.4648;0.295998;1.27681;0.697232;0.182383
0;0.4649;0.295997;1.27681;0.697231;0.182383
0;0.465;0.295996;1.27681;0.697231;0.182383
0;0.4651;0.295996;1.27681;0.69723;0.182383
0;0.4652;0.295995;1.27681;0.69723;0.182383
0;0.4653;0.295995;1.27681;0.69723;0.182383
0;0.4654;0.295994;1.27681;0.697229;0.182383
0;0.4655;0.295993;1.27681;0.697229;0.182383
0;0.4656;0.295993;1.27681;0.697228;0.182383
0;0.4657;0.295992;1.27681;0.697228;0.182383
0;0.4658;0.295992;1.27681;0.697227;0.182383
0;0.4659;0.295991;1.27681;0.697227;0.182383
0;0.466;0.29599;1.27681;0.697226;0.182383
0;0.4661;0.29599;1.27681;0.697226;0.182383
0;0.4662;0.295989;1.27681;0.697225;0.182383
0;0.4663;0.295989;1.27681;0.697225;0.182383
0;0.4664;0.295988;1.27681;0.697224;0.182383
0;0.4665;0.295987;1.27681;0.697224;0.182383
0;0.4666;0.295987;1.27681;0.697223;0.182383
0;0.4667;0.295986;1.27681;0.697223;0.182383
0;0.4668;0.295985;1.27681;0.697223;0.182383
0;0.4669;0.295985;1.27681;0.697222;0.182383
0;0.467;0.295984;1.27681;0.697222;0.182383
0;0.4671;0.295984;1.27681;0.697221;0.182383
0;0.4672;0.295983;1.27681;0.697221;0.182383
0;0.4673;0.295982;1.27681;0.69722;0.182383
0;0.4674;0.295982;1.27681;0.69722;0.182383
0;0.4675;0.295981;1.27681;0.697219;0.182383
0;0.4676;0.29598;1.27681;0.697219;0.182383
0;0.4677;0.29598;1.27681;0.697218;0.182383
0;0.4678;0.295979;1.27681;0.697218;0.182383
0;0.4679;0.295979;1.27681;0.697217;0.182383
0;0.468;0.295978;1.27681;0.697217;0.182383
0;0.4681;0.295977;1.27681;0.697216;0.182383
0;0.4682;0.295977;1.27681;0.697216;0.182383
0;0.4683;0.295976;1.27681;0.697215;0.182383
0;0.4684;0.295975;1.27681;0.697215;0.182383
0;0.4685;0.295975;1.27681;0.697214;0.182383
0;0.4686;0.295974;1.27681;0.697214;0.182383
0;0.4687;0.295973;1.27681;0.697213;0.182383
0;0.4688;0.295973;1.27681;0.697213;0.182383
0;0.4689;0.295972;1.27681;0.697212;0.182383
0;0.469;0.295971;1.27681;0.697212;0.182383
0;0.4691;0.295971;1.27681;0.697211;0.182383
0;0.4692;0.29597;1.27681;0.697211;0.182383
0;0.4693;0.29597;1.27681;0.69721;0.182383
0;0.4694;0.295969;1.27681;0.69721;0.182383
0;0.4695;0.295968;1.27681;0.697209;0.182383
0;0.4696;0.295968;1.27681;0.697209;0.182383
0;0.4697;0.295967;1.27681;0.697208;0.182383
0;0.4698;0.295966;1.27681;0.697208;0.182383
0;0.4699;0.295966;1.27681;0.697207;0.182383
0;0.47;0.295965;1.27681;0.697207;0.182383
0;0.4701;0.295964;1.27681;0.697206;0.182383
0;0.4702;0.295964;1.27681;0.697206;0.182383
0;0.4703;0.295963;1.27681;0.697205;0.182383
0;0.4704;0.295962;1.27681;0.697205;0.182383
0;0.4705;0.295962;1.27681;0.697204;0.182383
0;0.4706;0.295961;1.27681;0.697204;0.182383
0;0.4707;0.29596;1.27681;0.697203;0.182383
0;0.4708;0.295959;1.27681;0.697203;0.182383
0;0.4709;0.295959;1.27681;0.697202;0.182383
0;0.471;0.295958;1.27681;0.697201;0.182384
0;0.4711;0.295957;1.27681;0.697201;0.182384
0;0.4712;0.295957;1.27681;0.6972;0.182384
0;0.4713;0.295956;1.27681;0.6972;0.182384
0;0.4714;0.295955;1.27681;0.697199;0.182384
0;0.4715;0.295955;1.27681;0.697199;0.182384
0;0.4716;0.295954;1.27681;0.697198;0.182384
0;0.4717;0.295953;1.27681;0.697198;0.182384
0;0.4718;0.295953;1.27681;0.697197;0.182384
0;0.4719;0.295952;1.27681;0.697197;0.182384
0;0.472;0.295951;1.27681;0.697196;0.182384
0;0.4721;0.295951;1.27681;0.697196;0.182384
0;0.4722;0.29595;1.27681;0.697195;0.182384
0;0.4723;0.295949;1.27681;0.697194;0.182384
0;0.4724;0.295948;1.27681;0.697194;0.182384
0;0.4725;0.295948;1.27681;0.697193;0.182384
0;0.4726;0.295947;1.27681;0.697193;0.182384
0;0.4727;0.295946;1.27681;0.697192;0.182384
0;0.4728;0.295946;1.27681;0.697192;0.182384
0;0.4729;0.295945;1.27681;0.697191;0.182384
0;0.473;0.295944;1.27681;0.697191;0.182384
0;0.4731;0.295943;1.27681;0.69719;0.182384
0;0.4732;0.295943;1.27681;0.69719;0.182384
0;0.4733;0.295942;1.27681;0.697189;0.182384
0;0.4734;0.295941;1.27681;0.697188;0.182384
0;0.4735;0.295941;1.27681;0.697188;0.182384
0;0.4736;0.29594;1.27681;0.697187;0.182384
0;0.4737;0.295939;1.27681;0.697187;0.182384
0;0.4738;0.295938;1.27681;0.697186;0.182384
0;0.4739;0.295938;1.27681;0.697186;0.182384
0;0.474;0.295937;1.27681;0.697185;0.182384
0;0.4741;0.295936;1.27681;0.697184;0.182384
0;0.4742;0.295935;1.27681;0.697184;0.182384
0;0.4743;0.295935;1.27681;0.697183;0.182384
0;0.4744;0.295934;1.27681;0.697183;0.182384
0;0.4745;0.295933;1.27681;0.697182;0.182384
0;0.4746;0.295932;1.27681;0.697182;0.182384
0;0.4747;0.295932;1.27681;0.697181;0.182384
0;0.4748;0.295931;1.27681;0.69718;0.182384
0;0.4749;0.29593;1.27681;0.69718;0.182384
0;0.475;0.295929;1.27681;0.697179;0.182384
0;0.4751;0.295929;1.27681;0.697179;0.182384
0;0.4752;0.295928;1.27681;0.697178;0.182384
0;0.4753;0.295927;1.27681;0.697177;0.182384
0;0.4754;0.295926;1.27681;0.697177;0.182384
0;0.4755;0.295926;1.27681;0.697176;0.182384
0;0.4756;0.295925;1.27681;0.697176;0.182384
0;0.4757;0.295924;1.27681;0.697175;0.182384
0;0.4758;0.295923;1.27681;0.697175;0.182384
0;0.4759;0.295923;1.27681;0.697174;0.182384
0;0.476;0.295922;1.27681;0.697173;0.182384
0;0.4761;0.295921;1.27681;0.697173;0.182384
0;0.4762;0.29592;1.27681;0.697172;0.182384
0;0.4763;0.29592;1.27681;0.697172;0.182384
0;0.4764;0.295919;1.27681;0.697171;0.182384
0;0.4765;0.295918;1.27681;0.69717;0.182384
0;0.4766;0.295917;1.27681;0.69717;0.182384
0;0.4767;0.295916;1.27681;0.697169;0.182384
0;0.4768;0.295916;1.27681;0.697168;0.182384
0;0.4769;0.295915;1.27681;0.697168;0.182384
0;0.477;0.295914;1.27681;0.697167;0.182384
0;0.4771;0.295913;1.27681;0.697167;0.182384
0;0.4772;0.295912;1.27681;0.697166;0.182384
0;0.4773;0.295912;1.27681;0.697165;0.182384
0;0.4774;0.295911;1.27681;0.697165;0.182384
0;0.4775;0.29591;1.27681;0.697164;0.182384
0;0.4776;0.295909;1.27681;0.697164;0.182384
0;0.4777;0.295908;1.27681;0.697163;0.182384
0;0.4778;0.295908;1.27681;0.697162;0.182384
0;0.4779;0.295907;1.27681;0.697162;0.182384
0;0.478;0.295906;1.27681;0.697161;0.182384
0;0.4781;0.295905;1.27681;0.69716;0.182384
0;0.4782;0.295904;1.27681;0.69716;0.182384
0;0.4783;0.295904;1.27681;0.697159;0.182384
0;0.4784;0.295903;1.27681;0.697158;0.182384
0;0.4785;0.295902;1.27681;0.697158;0.182384
0;0.4786;0.295901;1.27681;0.697157;0.182384
0;0.4787;0.2959;1.27681;0.697157;0.182384
0;0.4788;0.295899;1.27681;0.697156;0.182384
0;0.4789;0.295899;1.27681;0.697155;0.182384
0;0.479;0.295898;1.27681;0.697155;0.182384
0;0.4791;0.295897;1.27681;0.697154;0.182384
0;0.4792;0.295896;1.27681;0.697153;0.182384
0;0.4793;0.295895;1.27681;0.697153;0.182384
0;0.4794;0.295894;1.27681;0.697152;0.182384
0;0.4795;0.295894;1.27681;0.697151;0.182384
0;0.4796;0.295893;1.27681;0.697151;0.182385
0;0.4797;0.295892;1.27681;0.69715;0.182385
0;0.4798;0.295891;1.27681;0.697149;0.182385
0;0.4799;0.29589;1.27681;0.697149;0.182385
0;0.48;0.295889;1.27681;0.697148;0.182385
0;0.4801;0.295888;1.27681;0.697147;0.182385
0;0.4802;0.295888;1.27681;0.697147;0.182385
0;0.4803;0.295887;1.27681;0.697146;0.182385
0;0.4804;0.295886;1.27681;0.697145;0.182385
0;0.4805;0.295885;1.27681;0.697145;0.182385
0;0.4806;0.295884;1.27681;0.697144;0.182385
0;0.4807;0.295883;1.27681;0.697143;0.182385
0;0.4808;0.295882;1.27681;0.697143;0.182385
0;0.4809;0.295882;1.27681;0.697142;0.182385
0;0.481;0.295881;1.27681;0.697141;0.182385
0;0.4811;0.29588;1.27681;0.697141;0.182385
0;0.4812;0.295879;1.27681;0.69714;0.182385
0;0.4813;0.295878;1.27681;0.697139;0.182385
0;0.4814;0.295877;1.27681;0.697138;0.182385
0;0.4815;0.295876;1.27681;0.697138;0.182385
0;0.4816;0.295875;1.27681;0.697137;0.182385
0;0.4817;0.295874;1.27681;0.697136;0.182385
0;0.4818;0.295874;1.27681;0.697136;0.182385
0;0.4819;0.295873;1.27681;0.697135;0.182385
0;0.482;0.295872;1.27681;0.697134;0.182385
0;0.4821;0.295871;1.27681;0.697134;0.182385
0;0.4822;0.29587;1.27681;0.697133;0.182385
0;0.4823;0.295869;1.27681;0.697132;0.182385
0;0.4824;0.295868;1.27681;0.697131;0.182385
0;0.4825;0.295867;1.27681;0.697131;0.182385
0;0.4826;0.295866;1.27681;0.69713;0.182385
0;0.4827;0.295865;1.27681;0.697129;0.182385
0;0.4828;0.295864;1.27681;0.697129;0.182385
0;0.4829;0.295864;1.27681;0.697128;0.182385
0;0.483;0.295863;1.27681;0.697127;0.182385
0;0.4831;0.295862;1.27681;0.697126;0.182385
0;0.4832;0.295861;1.27681;0.697126;0.182385
0;0.4833;0.29586;1.27681;0.697125;0.182385
0;0.4834;0.295859;1.27681;0.697124;0.182385
0;0.4835;0.295858;1.27681;0.697123;0.182385
0;0.4836;0.295857;1.27681;0.697123;0.182385
0;0.4837;0.295856;1.27681;0.697122;0.182385
0;0.4838;0.295855;1.27681;0.697121;0.182385
0;0.4839;0.295854;1.27681;0.69712;0.182385
0;0.484;0.295853;1.27681;0.69712;0.182385
0;0.4841;0.295852;1.27681;0.697119;0.182385
0;0.4842;0.295851;1.27681;0.697118;0.182385
0;0.4843;0.29585;1.27681;0.697117;0.182385
0;0.4844;0.295849;1.27681;0.697117;0.182385
0;0.4845;0.295848;1.27681;0.697116;0.182385
0;0.4846;0.295847;1.27681;0.697115;0.182385
0;0.4847;0.295846;1.27681;0.697114;0.182385
0;0.4848;0.295845;1.27681;0.697114;0.182385
0;0.4849;0.295844;1.27681;0.697113;0.182385
0;0.485;0.295844;1.27681;0.697112;0.182385
0;0.4851;0.295843;1.27681;0.697111;0.182385
0;0.4852;0.295842;1.27681;0.697111;0.182385
0;0.4853;0.295841;1.27681;0.69711;0.182385
0;0.4854;0.29584;1.27681;0.697109;0.182385
0;0.4855;0.295839;1.27681;0.697108;0.182385
0;0.4856;0.295838;1.27681;0.697107;0.182385
0;0.4857;0.295837;1.27681;0.697107;0.182385
0;0.4858;0.295836;1.27681;0.697106;0.182385
0;0.4859;0.295835;1.27681;0.697105;0.182385
0;0.486;0.295834;1.27681;0.697104;0.182385
0;0.4861;0.295833;1.27681;0.697104;0.182385
0;0.4862;0.295832;1.27681;0.697103;0.182385
0;0.4863;0.295831;1.27681;0.697102;0.182385
0;0.4864;0.29583;1.27681;0.697101;0.182385
0;0.4865;0.295828;1.27681;0.6971;0.182385
0;0.4866;0.295827;1.27681;0.6971;0.182385
0;0.4867;0.295826;1.27681;0.697099;0.182385
0;0.4868;0.295825;1.27681;0.697098;0.182385
0;0.4869;0.295824;1.27681;0.697097;0.182385
0;0.487;0.295823;1.27681;0.697096;0.182385
0;0.4871;0.295822;1.27681;0.697095;0.182385
0;0.4872;0.295821;1.27681;0.697095;0.182385
0;0.4873;0.29582;1.27681;0.697094;0.182385
0;0.4874;0.295819;1.27681;0.697093;0.182385
0;0.4875;0.295818;1.27681;0.697092;0.182385
0;0.4876;0.295817;1.27681;0.697091;0.182385
0;0.4877;0.295816;1.27681;0.697091;0.182385
0;0.4878;0.295815;1.27681;0.69709;0.182385
0;0.4879;0.295814;1.27681;0.697089;0.182385
0;0.488;0.295813;1.27681;0.697088;0.182385
0;0.4881;0.295812;1.27681;0.697087;0.182385
0;0.4882;0.295811;1.27681;0.697086;0.182385
0;0.4883;0.29581;1.27681;0.697085;0.182385
0;0.4884;0.295808;1.27681;0.697085;0.182385
0;0.4885;0.295807;1.27681;0.697084;0.182385
0;0.4886;0.295806;1.27681;0.697083;0.182386
0;0.4887;0.295805;1.27681;0.697082;0.182386
0;0.4888;0.295804;1.27681;0.697081;0.182386
0;0.4889;0.295803;1.27681;0.69708;0.182386
0;0.489;0.295802;1.27681;0.697079;0.182386
0;0.4891;0.295801;1.27681;0.697079;0.182386
0;0.4892;0.2958;1.27681;0.697078;0.182386
0;0.4893;0.295799;1.27681;0.697077;0.182386
0;0.4894;0.295797;1.27681;0.697076;0.182386
0;0.4895;0.295796;1.27681;0.697075;0.182386
0;0.4896;0.295795;1.27681;0.697074;0.182386
0;0.4897;0.295794;1.27681;0.697073;0.182386
0;0.4898;0.295793;1.27681;0.697072;0.182386
0;0.4899;0.295792;1.27681;0.697072;0.182386
0;0.49;0.295791;1.27681;0.697071;0.182386
0;0.4901;0.29579;1.27681;0.69707;0.182386
0;0.4902;0.295788;1.27681;0.697069;0.182386
0;0.4903;0.295787;1.27681;0.697068;0.182386
0;0.4904;0.295786;1.27681;0.697067;0.182386
0;0.4905;0.295785;1.27681;0.697066;0.182386
0;0.4906;0.295784;1.27681;0.697065;0.182386
0;0.4907;0.295783;1.27681;0.697064;0.182386
0;0.4908;0.295782;1.27681;0.697063;0.182386
0;0.4909;0.29578;1.27681;0.697062;0.182386
0;0.491;0.295779;1.27681;0.697062;0.182386
0;0.4911;0.295778;1.27681;0.697061;0.182386
0;0.4912;0.295777;1.27681;0.69706;0.182386
0;0.4913;0.295776;1.27681;0.697059;0.182386
0;0.4914;0.295774;1.27681;0.697058;0.182386
0;0.4915;0.295773;1.27681;0.697057;0.182386
0;0.4916;0.295772;1.27681;0.697056;0.182386
0;0.4917;0.295771;1.27681;0.697055;0.182386
0;0.4918;0.29577;1.27681;0.697054;0.182386
0;0.4919;0.295769;1.27681;0.697053;0.182386
0;0.492;0.295767;1.27681;0.697052;0.182386
0;0.4921;0.295766;1.27681;0.697051;0.182386
0;0.4922;0.295765;1.27681;0.69705;0.182386
0;0.4923;0.295764;1.27681;0.697049;0.182386
0;0.4924;0.295762;1.27681;0.697048;0.182386
0;0.4925;0.295761;1.27681;0.697047;0.182386
0;0.4926;0.29576;1.27681;0.697046;0.182386
0;0.4927;0.295759;1.27681;0.697045;0.182386
0;0.4928;0.295758;1.27681;0.697044;0.182386
0;0.4929;0.295756;1.27681;0.697043;0.182386
0;0.493;0.295755;1.27681;0.697042;0.182386
0;0.4931;0.295754;1.27681;0.697041;0.182386
0;0.4932;0.295753;1.27681;0.69704;0.182386
0;0.4933;0.295751;1.27681;0.697039;0.182386
0;0.4934;0.29575;1.27681;0.697038;0.182386
0;0.4935;0.295749;1.27681;0.697037;0.182386
0;0.4936;0.295747;1.27681;0.697036;0.182386
0;0.4937;0.295746;1.27681;0.697035;0.182386
0;0.4938;0.295745;1.27681;0.697034;0.182386
0;0.4939;0.295744;1.27681;0.697033;0.182386
0;0.494;0.295742;1.27681;0.697032;0.182386
0;0.4941;0.295741;1.27681;0.697031;0.182386
0;0.4942;0.29574;1.27681;0.69703;0.182386
0;0.4943;0.295738;1.27681;0.697029;0.182386
0;0.4944;0.295737;1.27681;0.697028;0.182386
0;0.4945;0.295736;1.27681;0.697027;0.182386
0;0.4946;0.295735;1.27681;0.697026;0.182386
0;0.4947;0.295733;1.27681;0.697025;0.182386
0;0.4948;0.295732;1.27681;0.697024;0.182386
0;0.4949;0.295731;1.27681;0.697023;0.182386
0;0.495;0.295729;1.27681;0.697022;0.182386
0;0.4951;0.295728;1.27681;0.697021;0.182386
0;0.4952;0.295727;1.27681;0.69702;0.182386
0;0.4953;0.295725;1.27681;0.697019;0.182386
0;0.4954;0.295724;1.27681;0.697018;0.182386
0;0.4955;0.295723;1.27681;0.697017;0.182386
0;0.4956;0.295721;1.27681;0.697016;0.182386
0;0.4957;0.29572;1.27681;0.697015;0.182386
0;0.4958;0.295718;1.27681;0.697014;0.182386
0;0.4959;0.295717;1.27681;0.697012;0.182386
0;0.496;0.295716;1.27681;0.697011;0.182386
0;0.4961;0.295714;1.27681;0.69701;0.182386
0;0.4962;0.295713;1.27681;0.697009;0.182386
0;0.4963;0.295712;1.27681;0.697008;0.182386
0;0.4964;0.29571;1.27681;0.697007;0.182386
0;0.4965;0.295709;1.27681;0.697006;0.182386
0;0.4966;0.295707;1.27681;0.697005;0.182386
0;0.4967;0.295706;1.27681;0.697004;0.182386
0;0.4968;0.295705;1.27681;0.697002;0.182386
0;0.4969;0.295703;1.27681;0.697001;0.182386
0;0.497;0.295702;1.27681;0.697;0.182386
0;0.4971;0.2957;1.27681;0.696999;0.182386
0;0.4972;0.295699;1.27681;0.696998;0.182386
0;0.4973;0.295697;1.27681;0.696997;0.182386
0;0.4974;0.295696;1.27681;0.696996;0.182386
0;0.4975;0.295695;1.27681;0.696995;0.182386
0;0.4976;0.295693;1.27681;0.696993;0.182386
0;0.4977;0.295692;1.27681;0.696992;0.182386
0;0.4978;0.29569;1.27681;0.696991;0.182387
0;0.4979;0.295689;1.27681;0.69699;0.182387
0;0.498;0.295687;1.27681;0.696989;0.182387
0;0.4981;0.295686;1.27681;0.696988;0.182387
0;0.4982;0.295684;1.27681;0.696986;0.182387
0;0.4983;0.295683;1.27681;0.696985;0.182387
0;0.4984;0.295681;1.27681;0.696984;0.182387
0;0.4985;0.29568;1.27681;0.696983;0.182387
0;0.4986;0.295678;1.27681;0.696982;0.182387
0;0.4987;0.295677;1.27681;0.69698;0.182387
0;0.4988;0.295675;1.27681;0.696979;0.182387
0;0.4989;0.295674;1.27681;0.696978;0.182387
0;0.499;0.295672;1.27681;0.696977;0.182387
0;0.4991;0.295671;1.27681;0.696976;0.182387
0;0.4992;0.295669;1.27681;0.696974;0.182387
0;0.4993;0.295668;1.27681;0.696973;0.182387
0;0.4994;0.295666;1.27681;0.696972;0.182387
0;0.4995;0.295665;1.27681;0.696971;0.182387
0;0.4996;0.295663;1.27681;0.696969;0.182387
0;0.4997;0.295661;1.27681;0.696968;0.182387
