t;x;rho;u;e;p
0;0.2374;0.522091;0.720754;1.14249;0.402752
0;0.2375;0.521882;0.721168;1.14203;0.402527
0;0.2376;0.521674;0.721583;1.14157;0.402302
0;0.2377;0.521466;0.721998;1.14111;0.402078
0;0.2378;0.521257;0.722413;1.14065;0.401853
0;0.2379;0.521049;0.722827;1.14019;0.401628
0;0.238;0.520841;0.723242;1.13973;0.401404
0;0.2381;0.520633;0.723657;1.13927;0.40118
0;0.2382;0.520425;0.724072;1.13881;0.400955
0;0.2383;0.520217;0.724487;1.13835;0.400731
0;0.2384;0.520009;0.724901;1.1379;0.400507
0;0.2385;0.519801;0.725316;1.13744;0.400283
0;0.2386;0.519593;0.725731;1.13698;0.400059
0;0.2387;0.519385;0.726146;1.13652;0.399836
0;0.2388;0.519178;0.72656;1.13606;0.399612
0;0.2389;0.51897;0.726975;1.13561;0.399389
0;0.239;0.518763;0.72739;1.13515;0.399165
0;0.2391;0.518555;0.727805;1.13469;0.398942
0;0.2392;0.518348;0.728219;1.13424;0.398719
0;0.2393;0.51814;0.728634;1.13378;0.398496
0;0.2394;0.517933;0.729049;1.13333;0.398273
0;0.2395;0.517726;0.729464;1.13287;0.39805
0;0.2396;0.517519;0.729878;1.13241;0.397827
0;0.2397;0.517312;0.730293;1.13196;0.397604
0;0.2398;0.517105;0.730708;1.1315;0.397382
0;0.2399;0.516898;0.731123;1.13105;0.397159
0;0.24;0.516691;0.731537;1.1306;0.396937
0;0.2401;0.516484;0.731952;1.13014;0.396715
0;0.2402;0.516277;0.732367;1.12969;0.396493
0;0.2403;0.516071;0.732782;1.12923;0.396271
0;0.2404;0.515864;0.733196;1.12878;0.396049
0;0.2405;0.515658;0.733611;1.12833;0.395827
0;0.2406;0.515451;0.734026;1.12787;0.395605
0;0.2407;0.515245;0.734441;1.12742;0.395384
0;0.2408;0.515038;0.734855;1.12697;0.395162
0;0.2409;0.514832;0.73527;1.12652;0.394941
0;0.241;0.514626;0.735685;1.12607;0.39472
0;0.2411;0.51442;0.7361;1.12561;0.394499
0;0.2412;0.514214;0.736514;1.12516;0.394277
0;0.2413;0.514008;0.736929;1.12471;0.394057
0;0.2414;0.513802;0.737344;1.12426;0.393836
0;0.2415;0.513596;0.737759;1.12381;0.393615
0;0.2416;0.51339;0.738173;1.12336;0.393394
0;0.2417;0.513184;0.738588;1.12291;0.393174
0;0.2418;0.512979;0.739003;1.12246;0.392953
0;0.2419;0.512773;0.739418;1.12201;0.392733
0;0.242;0.512568;0.739832;1.12156;0.392513
0;0.2421;0.512362;0.740247;1.12111;0.392293
0;0.2422;0.512157;0.740662;1.12066;0.392073
0;0.2423;0.511951;0.741077;1.12021;0.391853
0;0.2424;0.511746;0.741491;1.11976;0.391633
0;0.2425;0.511541;0.741906;1.11932;0.391414
0;0.2426;0.511336;0.742321;1.11887;0.391194
0;0.2427;0.511131;0.742736;1.11842;0.390975
0;0.2428;0.510926;0.74315;1.11797;0.390755
0;0.2429;0.510721;0.743565;1.11753;0.390536
0;0.243;0.510516;0.74398;1.11708;0.390317
0;0.2431;0.510311;0.744395;1.11663;0.390098
0;0.2432;0.510106;0.744809;1.11619;0.389879
0;0.2433;0.509902;0.745224;1.11574;0.38966
0;0.2434;0.509697;0.745639;1.11529;0.389441
0;0.2435;0.509492;0.746054;1.11485;0.389223
0;0.2436;0.509288;0.746468;1.1144;0.389004
0;0.2437;0.509083;0.746883;1.11396;0.388786
0;0.2438;0.508879;0.747298;1.11351;0.388567
0;0.2439;0.508675;0.747713;1.11307;0.388349
0;0.244;0.508471;0.748127;1.11262;0.388131
0;0.2441;0.508266;0.748542;1.11218;0.387913
0;0.2442;0.508062;0.748957;1.11173;0.387695
0;0.2443;0.507858;0.749372;1.11129;0.387478
0;0.2444;0.507654;0.749786;1.11085;0.38726
0;0.2445;0.50745;0.750201;1.1104;0.387042
0;0.2446;0.507247;0.750616;1.10996;0.386825
0;0.2447;0.507043;0.751031;1.10952;0.386607
0;0.2448;0.506839;0.751445;1.10907;0.38639
0;0.2449;0.506635;0.75186;1.10863;0.386173
0;0.245;0.506432;0.752275;1.10819;0.385956
0;0.2451;0.506228;0.75269;1.10775;0.385739
0;0.2452;0.506025;0.753104;1.10731;0.385522
0;0.2453;0.505822;0.753519;1.10686;0.385306
0;0.2454;0.505618;0.753934;1.10642;0.385089
0;0.2455;0.505415;0.754349;1.10598;0.384872
0;0.2456;0.505212;0.754763;1.10554;0.384656
0;0.2457;0.505009;0.755178;1.1051;0.38444
0;0.2458;0.504806;0.755593;1.10466;0.384224
0;0.2459;0.504603;0.756008;1.10422;0.384007
0;0.246;0.5044;0.756422;1.10378;0.383791
0;0.2461;0.504197;0.756837;1.10334;0.383576
0;0.2462;0.503994;0.757252;1.1029;0.38336
0;0.2463;0.503791;0.757667;1.10246;0.383144
0;0.2464;0.503589;0.758081;1.10202;0.382929
0;0.2465;0.503386;0.758496;1.10159;0.382713
0;0.2466;0.503184;0.758911;1.10115;0.382498
0;0.2467;0.502981;0.759326;1.10071;0.382282
0;0.2468;0.502779;0.75974;1.10027;0.382067
0;0.2469;0.502576;0.760155;1.09983;0.381852
0;0.247;0.502374;0.76057;1.0994;0.381637
0;0.2471;0.502172;0.760985;1.09896;0.381422
0;0.2472;0.50197;0.761399;1.09852;0.381208
0;0.2473;0.501768;0.761814;1.09809;0.380993
0;0.2474;0.501566;0.762229;1.09765;0.380778
0;0.2475;0.501364;0.762644;1.09721;0.380564
0;0.2476;0.501162;0.763058;1.09678;0.38035
0;0.2477;0.50096;0.763473;1.09634;0.380135
0;0.2478;0.500758;0.763888;1.09591;0.379921
0;0.2479;0.500557;0.764303;1.09547;0.379707
0;0.248;0.500355;0.764717;1.09504;0.379493
0;0.2481;0.500154;0.765132;1.0946;0.37928
0;0.2482;0.499952;0.765547;1.09417;0.379066
0;0.2483;0.499751;0.765962;1.09373;0.378852
0;0.2484;0.499549;0.766376;1.0933;0.378639
0;0.2485;0.499348;0.766791;1.09286;0.378425
0;0.2486;0.499147;0.767206;1.09243;0.378212
0;0.2487;0.498946;0.76762;1.092;0.377999
0;0.2488;0.498745;0.768035;1.09156;0.377786
0;0.2489;0.498544;0.76845;1.09113;0.377573
0;0.249;0.498343;0.768865;1.0907;0.37736
0;0.2491;0.498142;0.769279;1.09027;0.377147
0;0.2492;0.497941;0.769694;1.08983;0.376935
0;0.2493;0.49774;0.770109;1.0894;0.376722
0;0.2494;0.497539;0.770524;1.08897;0.376509
0;0.2495;0.497339;0.770938;1.08854;0.376297
0;0.2496;0.497138;0.771353;1.08811;0.376085
0;0.2497;0.496938;0.771768;1.08768;0.375873
0;0.2498;0.496737;0.772183;1.08725;0.375661
0;0.2499;0.496537;0.772597;1.08681;0.375449
0;0.25;0.496336;0.773012;1.08638;0.375237
0;0.2501;0.496136;0.773427;1.08595;0.375025
0;0.2502;0.495936;0.773841;1.08552;0.374813
0;0.2503;0.495736;0.774256;1.08509;0.374602
0;0.2504;0.495536;0.774671;1.08467;0.37439
0;0.2505;0.495336;0.775086;1.08424;0.374179
0;0.2506;0.495136;0.7755;1.08381;0.373968
0;0.2507;0.494936;0.775915;1.08338;0.373757
0;0.2508;0.494736;0.77633;1.08295;0.373546
0;0.2509;0.494537;0.776745;1.08252;0.373335
0;0.251;0.494337;0.777159;1.08209;0.373124
0;0.2511;0.494137;0.777574;1.08167;0.372913
0;0.2512;0.493938;0.777989;1.08124;0.372703
0;0.2513;0.493738;0.778403;1.08081;0.372492
0;0.2514;0.493539;0.778818;1.08038;0.372282
0;0.2515;0.49334;0.779233;1.07996;0.372071
0;0.2516;0.49314;0.779648;1.07953;0.371861
0;0.2517;0.492941;0.780062;1.0791;0.371651
0;0.2518;0.492742;0.780477;1.07868;0.371441
0;0.2519;0.492543;0.780892;1.07825;0.371231
0;0.252;0.492344;0.781307;1.07783;0.371021
0;0.2521;0.492145;0.781721;1.0774;0.370812
0;0.2522;0.491946;0.782136;1.07698;0.370602
0;0.2523;0.491747;0.782551;1.07655;0.370393
0;0.2524;0.491548;0.782965;1.07613;0.370183
0;0.2525;0.49135;0.78338;1.0757;0.369974
0;0.2526;0.491151;0.783795;1.07528;0.369765
0;0.2527;0.490952;0.78421;1.07485;0.369556
0;0.2528;0.490754;0.784624;1.07443;0.369347
0;0.2529;0.490556;0.785039;1.07401;0.369138
0;0.253;0.490357;0.785454;1.07358;0.368929
0;0.2531;0.490159;0.785868;1.07316;0.36872
0;0.2532;0.489961;0.786283;1.07274;0.368512
0;0.2533;0.489762;0.786698;1.07231;0.368303
0;0.2534;0.489564;0.787113;1.07189;0.368095
0;0.2535;0.489366;0.787527;1.07147;0.367886
0;0.2536;0.489168;0.787942;1.07105;0.367678
0;0.2537;0.48897;0.788357;1.07062;0.36747
0;0.2538;0.488772;0.788771;1.0702;0.367262
0;0.2539;0.488575;0.789186;1.06978;0.367054
0;0.254;0.488377;0.789601;1.06936;0.366847
0;0.2541;0.488179;0.790016;1.06894;0.366639
0;0.2542;0.487982;0.79043;1.06852;0.366431
0;0.2543;0.487784;0.790845;1.0681;0.366224
0;0.2544;0.487587;0.79126;1.06768;0.366017
0;0.2545;0.487389;0.791674;1.06726;0.365809
0;0.2546;0.487192;0.792089;1.06684;0.365602
0;0.2547;0.486995;0.792504;1.06642;0.365395
0;0.2548;0.486797;0.792918;1.066;0.365188
0;0.2549;0.4866;0.793333;1.06558;0.364981
0;0.255;0.486403;0.793748;1.06516;0.364774
0;0.2551;0.486206;0.794163;1.06474;0.364568
0;0.2552;0.486009;0.794577;1.06432;0.364361
0;0.2553;0.485812;0.794992;1.06391;0.364155
0;0.2554;0.485615;0.795407;1.06349;0.363948
0;0.2555;0.485419;0.795821;1.06307;0.363742
0;0.2556;0.485222;0.796236;1.06265;0.363536
0;0.2557;0.485025;0.796651;1.06224;0.36333
0;0.2558;0.484829;0.797065;1.06182;0.363124
0;0.2559;0.484632;0.79748;1.0614;0.362918
0;0.256;0.484436;0.797895;1.06099;0.362712
0;0.2561;0.484239;0.79831;1.06057;0.362507
0;0.2562;0.484043;0.798724;1.06015;0.362301
0;0.2563;0.483847;0.799139;1.05974;0.362096
0;0.2564;0.483651;0.799554;1.05932;0.36189
0;0.2565;0.483455;0.799968;1.05891;0.361685
0;0.2566;0.483259;0.800383;1.05849;0.36148
0;0.2567;0.483063;0.800798;1.05808;0.361275
0;0.2568;0.482867;0.801212;1.05766;0.36107
0;0.2569;0.482671;0.801627;1.05725;0.360865
0;0.257;0.482475;0.802042;1.05683;0.36066
0;0.2571;0.482279;0.802456;1.05642;0.360456
0;0.2572;0.482083;0.802871;1.056;0.360251
0;0.2573;0.481888;0.803286;1.05559;0.360047
0;0.2574;0.481692;0.8037;1.05518;0.359842
0;0.2575;0.481497;0.804115;1.05476;0.359638
0;0.2576;0.481301;0.80453;1.05435;0.359434
0;0.2577;0.481106;0.804945;1.05394;0.35923
0;0.2578;0.480911;0.805359;1.05353;0.359026
0;0.2579;0.480716;0.805774;1.05311;0.358822
0;0.258;0.48052;0.806189;1.0527;0.358618
0;0.2581;0.480325;0.806603;1.05229;0.358415
0;0.2582;0.48013;0.807018;1.05188;0.358211
0;0.2583;0.479935;0.807433;1.05147;0.358008
0;0.2584;0.47974;0.807847;1.05105;0.357804
0;0.2585;0.479545;0.808262;1.05064;0.357601
0;0.2586;0.479351;0.808677;1.05023;0.357398
0;0.2587;0.479156;0.809091;1.04982;0.357195
0;0.2588;0.478961;0.809506;1.04941;0.356992
0;0.2589;0.478767;0.809921;1.049;0.356789
0;0.259;0.478572;0.810335;1.04859;0.356586
0;0.2591;0.478378;0.81075;1.04818;0.356384
0;0.2592;0.478183;0.811165;1.04777;0.356181
0;0.2593;0.477989;0.811579;1.04736;0.355979
0;0.2594;0.477795;0.811994;1.04695;0.355776
0;0.2595;0.4776;0.812409;1.04655;0.355574
0;0.2596;0.477406;0.812823;1.04614;0.355372
0;0.2597;0.477212;0.813238;1.04573;0.35517
0;0.2598;0.477018;0.813653;1.04532;0.354968
0;0.2599;0.476824;0.814067;1.04491;0.354766
0;0.26;0.47663;0.814482;1.0445;0.354564
0;0.2601;0.476437;0.814896;1.0441;0.354363
0;0.2602;0.476243;0.815311;1.04369;0.354161
0;0.2603;0.476049;0.815726;1.04328;0.35396
0;0.2604;0.475855;0.81614;1.04288;0.353758
0;0.2605;0.475662;0.816555;1.04247;0.353557
0;0.2606;0.475468;0.81697;1.04206;0.353356
0;0.2607;0.475275;0.817384;1.04166;0.353155
0;0.2608;0.475081;0.817799;1.04125;0.352954
0;0.2609;0.474888;0.818214;1.04084;0.352753
0;0.261;0.474695;0.818628;1.04044;0.352552
0;0.2611;0.474502;0.819043;1.04003;0.352351
0;0.2612;0.474309;0.819458;1.03963;0.352151
0;0.2613;0.474116;0.819872;1.03922;0.35195
0;0.2614;0.473923;0.820287;1.03882;0.35175
0;0.2615;0.47373;0.820701;1.03841;0.35155
0;0.2616;0.473537;0.821116;1.03801;0.351349
0;0.2617;0.473344;0.821531;1.03761;0.351149
0;0.2618;0.473151;0.821945;1.0372;0.350949
0;0.2619;0.472958;0.82236;1.0368;0.350749
0;0.262;0.472766;0.822775;1.0364;0.35055
0;0.2621;0.472573;0.823189;1.03599;0.35035
0;0.2622;0.472381;0.823604;1.03559;0.35015
0;0.2623;0.472188;0.824019;1.03519;0.349951
0;0.2624;0.471996;0.824433;1.03478;0.349751
0;0.2625;0.471804;0.824848;1.03438;0.349552
0;0.2626;0.471611;0.825262;1.03398;0.349353
0;0.2627;0.471419;0.825677;1.03358;0.349154
0;0.2628;0.471227;0.826092;1.03318;0.348955
0;0.2629;0.471035;0.826506;1.03277;0.348756
0;0.263;0.470843;0.826921;1.03237;0.348557
0;0.2631;0.470651;0.827335;1.03197;0.348358
0;0.2632;0.470459;0.82775;1.03157;0.34816
0;0.2633;0.470267;0.828165;1.03117;0.347961
0;0.2634;0.470076;0.828579;1.03077;0.347763
0;0.2635;0.469884;0.828994;1.03037;0.347564
0;0.2636;0.469692;0.829409;1.02997;0.347366
0;0.2637;0.469501;0.829823;1.02957;0.347168
0;0.2638;0.469309;0.830238;1.02917;0.34697
0;0.2639;0.469118;0.830652;1.02877;0.346772
0;0.264;0.468927;0.831067;1.02837;0.346574
0;0.2641;0.468735;0.831482;1.02797;0.346377
0;0.2642;0.468544;0.831896;1.02758;0.346179
0;0.2643;0.468353;0.832311;1.02718;0.345981
0;0.2644;0.468162;0.832725;1.02678;0.345784
0;0.2645;0.467971;0.83314;1.02638;0.345587
0;0.2646;0.46778;0.833555;1.02598;0.345389
0;0.2647;0.467589;0.833969;1.02559;0.345192
0;0.2648;0.467398;0.834384;1.02519;0.344995
0;0.2649;0.467207;0.834798;1.02479;0.344798
0;0.265;0.467016;0.835213;1.02439;0.344601
0;0.2651;0.466826;0.835627;1.024;0.344405
0;0.2652;0.466635;0.836042;1.0236;0.344208
0;0.2653;0.466445;0.836457;1.0232;0.344011
0;0.2654;0.466254;0.836871;1.02281;0.343815
0;0.2655;0.466064;0.837286;1.02241;0.343618
0;0.2656;0.465873;0.8377;1.02202;0.343422
0;0.2657;0.465683;0.838115;1.02162;0.343226
0;0.2658;0.465493;0.83853;1.02123;0.34303
0;0.2659;0.465303;0.838944;1.02083;0.342834
0;0.266;0.465113;0.839359;1.02044;0.342638
0;0.2661;0.464923;0.839773;1.02004;0.342442
0;0.2662;0.464733;0.840188;1.01965;0.342247
0;0.2663;0.464543;0.840602;1.01925;0.342051
0;0.2664;0.464353;0.841017;1.01886;0.341855
0;0.2665;0.464163;0.841432;1.01847;0.34166
0;0.2666;0.463973;0.841846;1.01807;0.341465
0;0.2667;0.463784;0.842261;1.01768;0.341269
0;0.2668;0.463594;0.842675;1.01729;0.341074
0;0.2669;0.463404;0.84309;1.01689;0.340879
0;0.267;0.463215;0.843504;1.0165;0.340684
0;0.2671;0.463026;0.843919;1.01611;0.34049
0;0.2672;0.462836;0.844333;1.01571;0.340295
0;0.2673;0.462647;0.844748;1.01532;0.3401
0;0.2674;0.462458;0.845163;1.01493;0.339906
0;0.2675;0.462269;0.845577;1.01454;0.339711
0;0.2676;0.462079;0.845992;1.01415;0.339517
0;0.2677;0.46189;0.846406;1.01376;0.339323
0;0.2678;0.461701;0.846821;1.01337;0.339128
0;0.2679;0.461513;0.847235;1.01297;0.338934
0;0.268;0.461324;0.84765;1.01258;0.33874
0;0.2681;0.461135;0.848064;1.01219;0.338547
0;0.2682;0.460946;0.848479;1.0118;0.338353
0;0.2683;0.460758;0.848893;1.01141;0.338159
0;0.2684;0.460569;0.849308;1.01102;0.337966
0;0.2685;0.46038;0.849722;1.01063;0.337772
0;0.2686;0.460192;0.850137;1.01024;0.337579
0;0.2687;0.460004;0.850552;1.00986;0.337385
0;0.2688;0.459815;0.850966;1.00947;0.337192
0;0.2689;0.459627;0.851381;1.00908;0.336999
0;0.269;0.459439;0.851795;1.00869;0.336806
0;0.2691;0.459251;0.85221;1.0083;0.336613
0;0.2692;0.459062;0.852624;1.00791;0.33642
0;0.2693;0.458874;0.853039;1.00752;0.336228
0;0.2694;0.458686;0.853453;1.00714;0.336035
0;0.2695;0.458498;0.853868;1.00675;0.335842
0;0.2696;0.458311;0.854282;1.00636;0.33565
0;0.2697;0.458123;0.854697;1.00598;0.335458
0;0.2698;0.457935;0.855111;1.00559;0.335265
0;0.2699;0.457747;0.855526;1.0052;0.335073
0;0.27;0.45756;0.85594;1.00481;0.334881
0;0.2701;0.457372;0.856355;1.00443;0.334689
0;0.2702;0.457185;0.856769;1.00404;0.334497
0;0.2703;0.456997;0.857184;1.00366;0.334306
0;0.2704;0.45681;0.857598;1.00327;0.334114
0;0.2705;0.456623;0.858013;1.00289;0.333922
0;0.2706;0.456436;0.858427;1.0025;0.333731
0;0.2707;0.456248;0.858842;1.00212;0.33354
0;0.2708;0.456061;0.859256;1.00173;0.333348
0;0.2709;0.455874;0.859671;1.00135;0.333157
0;0.271;0.455687;0.860085;1.00096;0.332966
0;0.2711;0.4555;0.8605;1.00058;0.332775
0;0.2712;0.455314;0.860914;1.00019;0.332584
0;0.2713;0.455127;0.861328;0.999809;0.332393
0;0.2714;0.45494;0.861743;0.999426;0.332202
0;0.2715;0.454753;0.862157;0.999042;0.332012
0;0.2716;0.454567;0.862572;0.998659;0.331821
0;0.2717;0.45438;0.862986;0.998276;0.331631
0;0.2718;0.454194;0.863401;0.997893;0.331441
0;0.2719;0.454007;0.863815;0.997511;0.33125
0;0.272;0.453821;0.86423;0.997128;0.33106
0;0.2721;0.453635;0.864644;0.996746;0.33087
0;0.2722;0.453448;0.865059;0.996364;0.33068
0;0.2723;0.453262;0.865473;0.995982;0.33049
0;0.2724;0.453076;0.865888;0.995601;0.330301
0;0.2725;0.45289;0.866302;0.995219;0.330111
0;0.2726;0.452704;0.866716;0.994838;0.329921
0;0.2727;0.452518;0.867131;0.994457;0.329732
0;0.2728;0.452332;0.867545;0.994076;0.329542
0;0.2729;0.452147;0.86796;0.993696;0.329353
0;0.273;0.451961;0.868374;0.993316;0.329164
0;0.2731;0.451775;0.868789;0.992935;0.328975
0;0.2732;0.45159;0.869203;0.992555;0.328786
0;0.2733;0.451404;0.869617;0.992176;0.328597
0;0.2734;0.451219;0.870032;0.991796;0.328408
0;0.2735;0.451033;0.870446;0.991417;0.328219
0;0.2736;0.450848;0.870861;0.991038;0.328031
0;0.2737;0.450662;0.871275;0.990659;0.327842
0;0.2738;0.450477;0.87169;0.99028;0.327654
0;0.2739;0.450292;0.872104;0.989901;0.327465
0;0.274;0.450107;0.872518;0.989523;0.327277
0;0.2741;0.449922;0.872933;0.989145;0.327089
0;0.2742;0.449737;0.873347;0.988767;0.326901
0;0.2743;0.449552;0.873762;0.988389;0.326713
0;0.2744;0.449367;0.874176;0.988012;0.326525
0;0.2745;0.449182;0.87459;0.987634;0.326337
0;0.2746;0.448998;0.875005;0.987257;0.326149
0;0.2747;0.448813;0.875419;0.98688;0.325962
0;0.2748;0.448628;0.875834;0.986503;0.325774
0;0.2749;0.448444;0.876248;0.986127;0.325587
0;0.275;0.448259;0.876662;0.985751;0.325399
0;0.2751;0.448075;0.877077;0.985374;0.325212
0;0.2752;0.44789;0.877491;0.984998;0.325025
0;0.2753;0.447706;0.877906;0.984623;0.324838
0;0.2754;0.447522;0.87832;0.984247;0.324651
0;0.2755;0.447338;0.878734;0.983872;0.324464
0;0.2756;0.447154;0.879149;0.983497;0.324277
0;0.2757;0.44697;0.879563;0.983122;0.324091
0;0.2758;0.446786;0.879977;0.982747;0.323904
0;0.2759;0.446602;0.880392;0.982372;0.323718
0;0.276;0.446418;0.880806;0.981998;0.323531
0;0.2761;0.446234;0.88122;0.981624;0.323345
0;0.2762;0.44605;0.881635;0.98125;0.323159
0;0.2763;0.445866;0.882049;0.980876;0.322973
0;0.2764;0.445683;0.882464;0.980503;0.322787
0;0.2765;0.445499;0.882878;0.980129;0.322601
0;0.2766;0.445316;0.883292;0.979756;0.322415
0;0.2767;0.445132;0.883707;0.979383;0.322229
0;0.2768;0.444949;0.884121;0.97901;0.322044
0;0.2769;0.444766;0.884535;0.978638;0.321858
0;0.277;0.444582;0.88495;0.978265;0.321673
0;0.2771;0.444399;0.885364;0.977893;0.321487
0;0.2772;0.444216;0.885778;0.977521;0.321302
0;0.2773;0.444033;0.886193;0.97715;0.321117
0;0.2774;0.44385;0.886607;0.976778;0.320932
0;0.2775;0.443667;0.887021;0.976407;0.320747
0;0.2776;0.443484;0.887435;0.976035;0.320562
0;0.2777;0.443301;0.88785;0.975664;0.320377
0;0.2778;0.443118;0.888264;0.975294;0.320192
0;0.2779;0.442936;0.888678;0.974923;0.320008
0;0.278;0.442753;0.889093;0.974553;0.319823
0;0.2781;0.442571;0.889507;0.974182;0.319639
0;0.2782;0.442388;0.889921;0.973812;0.319454
0;0.2783;0.442206;0.890336;0.973442;0.31927
0;0.2784;0.442023;0.89075;0.973073;0.319086
0;0.2785;0.441841;0.891164;0.972703;0.318902
0;0.2786;0.441659;0.891578;0.972334;0.318718
0;0.2787;0.441476;0.891993;0.971965;0.318534
0;0.2788;0.441294;0.892407;0.971596;0.31835
0;0.2789;0.441112;0.892821;0.971228;0.318166
0;0.279;0.44093;0.893236;0.970859;0.317983
0;0.2791;0.440748;0.89365;0.970491;0.317799
0;0.2792;0.440566;0.894064;0.970123;0.317616
0;0.2793;0.440384;0.894478;0.969755;0.317432
0;0.2794;0.440203;0.894893;0.969387;0.317249
0;0.2795;0.440021;0.895307;0.96902;0.317066
0;0.2796;0.439839;0.895721;0.968653;0.316883
0;0.2797;0.439658;0.896135;0.968286;0.3167
0;0.2798;0.439476;0.89655;0.967919;0.316517
0;0.2799;0.439295;0.896964;0.967552;0.316334
0;0.28;0.439113;0.897378;0.967185;0.316152
0;0.2801;0.438932;0.897792;0.966819;0.315969
0;0.2802;0.438751;0.898207;0.966453;0.315787
0;0.2803;0.438569;0.898621;0.966087;0.315604
0;0.2804;0.438388;0.899035;0.965721;0.315422
0;0.2805;0.438207;0.899449;0.965356;0.31524
0;0.2806;0.438026;0.899863;0.96499;0.315057
0;0.2807;0.437845;0.900278;0.964625;0.314875
0;0.2808;0.437664;0.900692;0.96426;0.314693
0;0.2809;0.437483;0.901106;0.963896;0.314512
0;0.281;0.437302;0.90152;0.963531;0.31433
0;0.2811;0.437122;0.901935;0.963167;0.314148
0;0.2812;0.436941;0.902349;0.962802;0.313967
0;0.2813;0.43676;0.902763;0.962438;0.313785
0;0.2814;0.43658;0.903177;0.962075;0.313604
0;0.2815;0.436399;0.903591;0.961711;0.313422
0;0.2816;0.436219;0.904005;0.961348;0.313241
0;0.2817;0.436039;0.90442;0.960984;0.31306
0;0.2818;0.435858;0.904834;0.960621;0.312879
0;0.2819;0.435678;0.905248;0.960258;0.312698
0;0.282;0.435498;0.905662;0.959896;0.312517
0;0.2821;0.435318;0.906076;0.959533;0.312336
0;0.2822;0.435138;0.906491;0.959171;0.312156
0;0.2823;0.434958;0.906905;0.958809;0.311975
0;0.2824;0.434778;0.907319;0.958447;0.311795
0;0.2825;0.434598;0.907733;0.958085;0.311614
0;0.2826;0.434418;0.908147;0.957724;0.311434
0;0.2827;0.434238;0.908561;0.957363;0.311254
0;0.2828;0.434058;0.908975;0.957001;0.311074
0;0.2829;0.433879;0.90939;0.956641;0.310894
0;0.283;0.433699;0.909804;0.95628;0.310714
0;0.2831;0.43352;0.910218;0.955919;0.310534
0;0.2832;0.43334;0.910632;0.955559;0.310354
0;0.2833;0.433161;0.911046;0.955199;0.310174
0;0.2834;0.432982;0.91146;0.954839;0.309995
0;0.2835;0.432802;0.911874;0.954479;0.309815
0;0.2836;0.432623;0.912288;0.954119;0.309636
0;0.2837;0.432444;0.912703;0.95376;0.309457
0;0.2838;0.432265;0.913117;0.953401;0.309277
0;0.2839;0.432086;0.913531;0.953042;0.309098
0;0.284;0.431907;0.913945;0.952683;0.308919
0;0.2841;0.431728;0.914359;0.952324;0.30874
0;0.2842;0.431549;0.914773;0.951966;0.308561
0;0.2843;0.43137;0.915187;0.951607;0.308383
0;0.2844;0.431192;0.915601;0.951249;0.308204
0;0.2845;0.431013;0.916015;0.950891;0.308025
0;0.2846;0.430834;0.916429;0.950534;0.307847
0;0.2847;0.430656;0.916843;0.950176;0.307668
0;0.2848;0.430477;0.917257;0.949819;0.30749
0;0.2849;0.430299;0.917672;0.949462;0.307312
0;0.285;0.43012;0.918086;0.949105;0.307134
0;0.2851;0.429942;0.9185;0.948748;0.306956
0;0.2852;0.429764;0.918914;0.948391;0.306778
0;0.2853;0.429586;0.919328;0.948035;0.3066
0;0.2854;0.429408;0.919742;0.947679;0.306422
0;0.2855;0.42923;0.920156;0.947323;0.306244
0;0.2856;0.429052;0.92057;0.946967;0.306067
0;0.2857;0.428874;0.920984;0.946611;0.305889
0;0.2858;0.428696;0.921398;0.946256;0.305712
0;0.2859;0.428518;0.921812;0.9459;0.305535
0;0.286;0.42834;0.922226;0.945545;0.305357
0;0.2861;0.428163;0.92264;0.94519;0.30518
0;0.2862;0.427985;0.923054;0.944836;0.305003
0;0.2863;0.427807;0.923468;0.944481;0.304826
0;0.2864;0.42763;0.923882;0.944127;0.304649
0;0.2865;0.427452;0.924296;0.943773;0.304473
0;0.2866;0.427275;0.92471;0.943419;0.304296
0;0.2867;0.427098;0.925124;0.943065;0.304119
0;0.2868;0.42692;0.925538;0.942711;0.303943
0;0.2869;0.426743;0.925952;0.942358;0.303766
0;0.287;0.426566;0.926366;0.942005;0.30359
0;0.2871;0.426389;0.92678;0.941652;0.303414
0;0.2872;0.426212;0.927194;0.941299;0.303238
0;0.2873;0.426035;0.927608;0.940946;0.303062
0;0.2874;0.425858;0.928022;0.940594;0.302886
0;0.2875;0.425681;0.928436;0.940241;0.30271
0;0.2876;0.425504;0.928849;0.939889;0.302534
0;0.2877;0.425328;0.929263;0.939537;0.302358
0;0.2878;0.425151;0.929677;0.939186;0.302183
0;0.2879;0.424975;0.930091;0.938834;0.302007
0;0.288;0.424798;0.930505;0.938483;0.301832
0;0.2881;0.424622;0.930919;0.938132;0.301656
0;0.2882;0.424445;0.931333;0.937781;0.301481
0;0.2883;0.424269;0.931747;0.93743;0.301306
0;0.2884;0.424092;0.932161;0.937079;0.301131
0;0.2885;0.423916;0.932575;0.936729;0.300956
0;0.2886;0.42374;0.932989;0.936378;0.300781
0;0.2887;0.423564;0.933403;0.936028;0.300606
0;0.2888;0.423388;0.933816;0.935678;0.300431
0;0.2889;0.423212;0.93423;0.935329;0.300257
0;0.289;0.423036;0.934644;0.934979;0.300082
0;0.2891;0.42286;0.935058;0.93463;0.299908
0;0.2892;0.422684;0.935472;0.934281;0.299733
0;0.2893;0.422509;0.935886;0.933932;0.299559
